Car Brand,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
bmw,model b,2017,274776,hybrid,4.1,manual,sedan,red,first owner,17226.5,6
hyundai,model c,2003,111288,electric,2.1,automatic,truck,blue,first owner,14836.19,20
volkswagen,model a,2018,53482,electric,1.2,manual,sedan,black,first owner,20388.33,5
nissan,model c,2009,196604,diesel,1.7,automatic,truck,gray,third owner,9472.47,14
mercedes,model c,2014,256087,diesel,1.1,manual,truck,white,first owner,17155.18,9
ford,model b,2021,239322,hybrid,1.6,automatic,hatchback,red,second owner,15020.06,2
bmw,model e,2008,168864,diesel,3.5,cvt,coupe,black,second owner,14212.32,15
chevrolet,model a,2019,149044,hybrid,4.8,manual,truck,red,second owner,16780.58,4
mercedes,model b,2013,297440,electric,4.7,manual,truck,black,third owner,18924.88,10
toyota,model b,2009,116205,hybrid,4.7,cvt,sedan,red,first owner,13585.9,14
chevrolet,model c,2016,155613,petrol,1.4,cvt,coupe,gray,second owner,14381.97,7
hyundai,model a,2013,251237,electric,3.1,cvt,suv,blue,first owner,13704.31,10
mercedes,model d,2006,75777,hybrid,3.5,cvt,sedan,blue,first owner,16522.57,17
mercedes,model c,2019,143060,hybrid,4.3,cvt,hatchback,gray,first owner,24459.02,4
bmw,model b,2005,111575,electric,3.9,automatic,sedan,red,third owner,20261.38,18
hyundai,model d,2019,151303,diesel,1.3,manual,truck,black,first owner,14165.35,4
bmw,model c,2000,203168,diesel,2.2,cvt,coupe,blue,third owner,12432.68,23
ford,model d,2006,219442,hybrid,4.1,automatic,sedan,black,third owner,9774.22,17
volkswagen,model b,2003,63861,petrol,4.8,automatic,sedan,black,third owner,11850.37,20
hyundai,model d,2022,253277,electric,1.8,automatic,hatchback,blue,second owner,19118.48,1
ford,model b,2003,237971,electric,1.3,cvt,coupe,gray,third owner,9313.51,20
toyota,model e,2001,88617,petrol,4.4,cvt,truck,white,third owner,10295.2,22
kia,model d,2005,292618,hybrid,1.5,manual,coupe,red,second owner,8645.78,18
honda,model d,2019,198285,petrol,3.8,manual,sedan,red,first owner,14224.41,4
honda,model a,2000,252114,petrol,1.3,cvt,coupe,red,first owner,3867.76,23
toyota,model d,2013,133686,petrol,4.9,manual,hatchback,white,second owner,14832.16,10
chevrolet,model d,2018,34271,hybrid,1.6,manual,sedan,red,first owner,16034.22,5
kia,model b,2003,258681,diesel,1.1,automatic,hatchback,blue,third owner,6169.86,20
honda,model c,2018,172582,petrol,3.6,cvt,sedan,blue,third owner,13705.22,5
kia,model b,2005,240527,hybrid,2.0,automatic,suv,black,third owner,6811.2,18
chevrolet,model e,2015,16872,electric,2.9,automatic,sedan,blue,first owner,20751.92,8
hyundai,model b,2019,148189,hybrid,1.4,automatic,hatchback,white,second owner,18398.52,4
hyundai,model a,2007,105317,diesel,2.0,manual,hatchback,red,third owner,11819.58,16
bmw,model a,2014,181744,petrol,2.2,automatic,hatchback,red,second owner,16416.82,9
chevrolet,model d,2004,199541,hybrid,2.6,cvt,hatchback,gray,first owner,5612.74,19
toyota,model e,2014,198865,diesel,4.2,automatic,coupe,white,first owner,13586.01,9
bmw,model b,2009,210284,hybrid,2.9,cvt,suv,blue,second owner,13523.99,14
nissan,model e,2020,217864,electric,2.0,manual,coupe,black,third owner,18223.37,3
honda,model b,2006,196266,hybrid,4.8,manual,coupe,red,first owner,7411.13,17
mercedes,model d,2004,138154,electric,3.8,automatic,sedan,black,first owner,17882.95,19
hyundai,model e,2007,248932,diesel,3.5,cvt,truck,red,second owner,10863.19,16
bmw,model a,2006,91750,electric,1.8,cvt,sedan,red,second owner,21441.06,17
toyota,model d,2021,88375,petrol,1.7,automatic,suv,red,first owner,18756.96,2
kia,model d,2006,268333,electric,2.1,cvt,hatchback,black,first owner,10455.92,17
kia,model c,2000,255463,hybrid,2.9,automatic,coupe,white,first owner,6062.64,23
toyota,model e,2002,250338,hybrid,3.1,manual,hatchback,blue,third owner,4758.41,21
volkswagen,model a,2018,64618,hybrid,4.4,cvt,coupe,white,second owner,17324.25,5
nissan,model d,2009,52768,electric,4.1,automatic,hatchback,white,second owner,16779.48,14
bmw,model e,2007,239977,petrol,2.5,automatic,coupe,white,third owner,13339.61,16
mercedes,model a,2015,117825,hybrid,1.7,cvt,coupe,gray,first owner,20126.74,8
hyundai,model a,2006,247947,diesel,3.2,cvt,suv,gray,first owner,8629.39,17
hyundai,model b,2023,44284,electric,1.9,manual,sedan,black,third owner,22435.88,0
ford,model e,2015,219121,hybrid,3.3,manual,hatchback,blue,second owner,14659.12,8
volkswagen,model e,2005,290712,diesel,2.0,cvt,sedan,white,third owner,7130.3,18
kia,model e,2012,81634,diesel,4.3,cvt,suv,gray,second owner,14000.84,11
mercedes,model e,2017,262644,diesel,3.4,manual,coupe,red,second owner,18146.58,6
ford,model b,2020,94482,hybrid,1.1,cvt,suv,blue,second owner,17344.53,3
mercedes,model d,2000,169157,diesel,2.9,cvt,coupe,black,second owner,10924.7,23
mercedes,model e,2010,259436,electric,3.4,cvt,coupe,black,second owner,20141.71,13
mercedes,model a,2009,33085,petrol,4.2,manual,hatchback,gray,first owner,17317.31,14
toyota,model c,2017,47448,electric,2.7,cvt,sedan,white,first owner,19754.97,6
nissan,model e,2021,261151,electric,3.2,automatic,sedan,blue,second owner,18923.87,2
hyundai,model c,2009,10472,petrol,2.1,automatic,coupe,red,first owner,11089.46,14
hyundai,model d,2018,278063,electric,2.3,automatic,truck,blue,first owner,18109.68,5
honda,model b,2020,227843,petrol,4.3,manual,truck,black,first owner,15268.8,3
honda,model e,2020,101773,electric,2.2,cvt,sedan,white,first owner,20464.76,3
toyota,model d,2022,111377,hybrid,1.1,manual,suv,white,first owner,19856.14,1
bmw,model c,2006,19606,petrol,4.3,manual,hatchback,gray,second owner,16761.9,17
kia,model b,2016,274909,hybrid,2.7,cvt,truck,gray,third owner,13754.29,7
mercedes,model e,2004,245005,diesel,4.7,manual,coupe,white,second owner,12089.8,19
nissan,model d,2014,204382,hybrid,4.8,manual,truck,white,third owner,12258.63,9
ford,model b,2014,189265,electric,4.5,cvt,sedan,red,third owner,14010.43,9
nissan,model d,2012,259519,electric,4.1,automatic,coupe,red,third owner,15993.08,11
bmw,model a,2002,144584,petrol,3.7,automatic,truck,red,third owner,16477.16,21
volkswagen,model b,2015,206500,electric,1.2,cvt,sedan,white,third owner,14695.08,8
kia,model e,2019,63476,electric,1.6,manual,hatchback,gray,second owner,20338.89,4
honda,model c,2007,92267,diesel,2.7,automatic,truck,red,third owner,12281.38,16
honda,model a,2007,141478,diesel,4.5,automatic,hatchback,gray,third owner,10446.5,16
volkswagen,model e,2019,237252,diesel,4.5,automatic,sedan,red,third owner,13955.25,4
kia,model d,2001,251426,diesel,2.0,manual,hatchback,gray,third owner,6983.8,22
hyundai,model d,2017,198886,hybrid,1.0,manual,suv,gray,first owner,12901.02,6
volkswagen,model e,2008,278043,hybrid,3.2,manual,truck,black,third owner,10370.39,15
chevrolet,model d,2014,286413,petrol,3.2,manual,hatchback,blue,third owner,10862.07,9
hyundai,model c,2020,51827,electric,1.9,cvt,truck,blue,first owner,19944.4,3
hyundai,model e,2011,187848,petrol,2.4,cvt,sedan,red,third owner,10730.29,12
ford,model d,2022,214825,petrol,1.4,automatic,suv,white,second owner,14860.35,1
toyota,model c,2018,78621,electric,2.6,manual,coupe,black,third owner,20463.74,5
nissan,model a,2004,297796,electric,2.3,manual,hatchback,black,first owner,10304.91,19
toyota,model b,2003,157917,hybrid,1.8,automatic,truck,gray,third owner,8112.49,20
honda,model c,2007,152243,hybrid,2.1,cvt,sedan,white,first owner,10715.6,16
volkswagen,model b,2004,259764,hybrid,2.5,cvt,truck,red,first owner,6879.0,19
volkswagen,model b,2022,211143,electric,3.0,manual,sedan,white,second owner,18502.21,1
hyundai,model c,2010,231925,diesel,4.6,automatic,coupe,black,third owner,9701.07,13
volkswagen,model c,2017,250701,diesel,2.0,manual,coupe,red,second owner,12452.79,6
hyundai,model e,2004,226869,diesel,3.8,manual,suv,black,first owner,6799.67,19
volkswagen,model c,2019,80403,petrol,3.8,cvt,truck,black,second owner,16912.59,4
nissan,model c,2011,22746,diesel,2.5,manual,coupe,red,second owner,13531.68,12
bmw,model c,2006,53363,electric,1.6,automatic,hatchback,gray,second owner,19470.01,17
ford,model c,2001,75327,electric,4.0,manual,suv,white,third owner,13735.98,22
volkswagen,model b,2017,213861,petrol,1.8,cvt,suv,gray,first owner,13756.2,6
bmw,model a,2007,118873,diesel,3.3,automatic,sedan,gray,first owner,18649.73,16
toyota,model c,2016,75133,hybrid,2.0,manual,sedan,white,second owner,18221.79,7
hyundai,model a,2002,145794,petrol,1.5,cvt,sedan,black,first owner,9002.7,21
volkswagen,model b,2019,286705,diesel,3.1,cvt,truck,white,first owner,15692.15,4
toyota,model c,2022,124954,hybrid,2.1,manual,sedan,white,second owner,19400.03,1
mercedes,model a,2012,67120,petrol,1.9,automatic,suv,black,second owner,20784.9,11
mercedes,model e,2000,240431,petrol,2.5,cvt,hatchback,gray,second owner,9849.85,23
nissan,model a,2009,20529,petrol,1.7,manual,suv,red,third owner,13666.44,14
mercedes,model a,2018,79300,electric,4.6,manual,coupe,red,first owner,24112.39,5
volkswagen,model e,2003,148072,electric,3.3,manual,coupe,red,third owner,12957.51,20
chevrolet,model c,2017,280290,diesel,2.3,manual,sedan,white,first owner,15488.42,6
hyundai,model e,2008,172713,hybrid,1.8,cvt,truck,blue,first owner,10123.29,15
volkswagen,model b,2013,91340,electric,1.1,manual,sedan,white,second owner,16575.99,10
kia,model c,2012,42067,diesel,1.0,manual,suv,gray,first owner,15005.26,11
mercedes,model e,2022,227979,hybrid,3.7,automatic,sedan,blue,third owner,20166.91,1
chevrolet,model d,2023,268668,hybrid,3.3,cvt,truck,blue,third owner,18503.27,0
toyota,model a,2023,70313,hybrid,3.0,automatic,coupe,blue,third owner,20049.46,0
mercedes,model c,2000,34241,hybrid,1.8,manual,suv,white,second owner,12888.51,23
volkswagen,model a,2000,194886,petrol,4.8,automatic,suv,red,first owner,4159.97,23
nissan,model d,2008,191992,diesel,3.4,manual,coupe,blue,first owner,8617.07,15
honda,model c,2008,122828,diesel,3.1,manual,suv,gray,second owner,12036.4,15
mercedes,model d,2001,210277,electric,1.5,manual,suv,gray,first owner,13379.58,22
honda,model d,2023,86590,diesel,2.7,manual,coupe,red,first owner,20319.34,0
hyundai,model c,2003,130125,electric,3.6,manual,hatchback,white,second owner,12458.23,20
honda,model a,2020,160771,electric,4.3,manual,hatchback,gray,second owner,19250.0,3
toyota,model e,2019,228071,petrol,2.5,cvt,suv,blue,first owner,16515.76,4
chevrolet,model d,2018,179433,diesel,2.3,manual,coupe,blue,second owner,15590.63,5
nissan,model d,2004,95262,electric,4.1,automatic,suv,blue,third owner,15157.45,19
ford,model b,2010,165247,hybrid,3.2,cvt,coupe,red,first owner,10380.65,13
hyundai,model a,2005,151389,electric,4.2,cvt,sedan,black,third owner,10481.15,18
honda,model a,2019,205682,electric,1.4,manual,sedan,black,first owner,17345.18,4
bmw,model a,2017,276450,diesel,4.3,cvt,truck,blue,second owner,19773.14,6
mercedes,model e,2022,72705,hybrid,1.0,automatic,coupe,gray,first owner,23950.24,1
nissan,model e,2021,8740,electric,1.2,manual,truck,red,first owner,22380.1,2
ford,model c,2001,247332,electric,2.1,manual,truck,blue,third owner,8465.37,22
nissan,model a,2001,191940,diesel,1.3,cvt,sedan,white,first owner,6982.72,22
bmw,model c,2014,203497,petrol,2.7,automatic,truck,gray,third owner,18010.05,9
nissan,model e,2005,130514,diesel,1.7,automatic,suv,black,first owner,12054.35,18
ford,model a,2016,82148,hybrid,3.0,automatic,suv,blue,second owner,14513.19,7
mercedes,model b,2015,23903,diesel,2.4,cvt,hatchback,white,third owner,19073.61,8
mercedes,model d,2018,7021,hybrid,3.0,cvt,sedan,red,second owner,20865.25,5
volkswagen,model b,2006,254787,hybrid,4.1,cvt,truck,white,first owner,7956.65,17
ford,model b,2005,12537,petrol,2.2,automatic,coupe,red,first owner,10886.58,18
mercedes,model d,2019,219057,electric,2.1,cvt,sedan,black,third owner,21295.78,4
toyota,model c,2003,205582,petrol,3.3,automatic,hatchback,white,third owner,8190.49,20
mercedes,model e,2013,118174,petrol,3.8,automatic,hatchback,gray,third owner,21151.02,10
volkswagen,model b,2012,299374,electric,2.7,manual,hatchback,gray,third owner,15962.7,11
kia,model d,2018,216292,electric,2.0,automatic,truck,black,third owner,17059.23,5
honda,model b,2018,76677,petrol,2.7,cvt,hatchback,gray,third owner,17177.18,5
ford,model e,2001,122269,petrol,1.2,cvt,sedan,black,first owner,10803.29,22
hyundai,model e,2009,96177,hybrid,3.8,manual,coupe,red,second owner,12152.61,14
bmw,model a,2020,98738,electric,4.1,manual,suv,black,third owner,25970.52,3
chevrolet,model c,2019,120462,petrol,2.1,cvt,coupe,gray,first owner,17340.25,4
hyundai,model c,2006,123433,electric,4.8,cvt,sedan,white,third owner,15091.98,17
honda,model c,2012,245897,hybrid,3.4,cvt,suv,white,first owner,11437.8,11
hyundai,model a,2002,147770,petrol,1.4,cvt,suv,red,first owner,9714.54,21
mercedes,model e,2004,87850,electric,4.7,automatic,hatchback,black,third owner,18984.52,19
chevrolet,model e,2001,59963,electric,3.6,automatic,suv,gray,third owner,10764.57,22
nissan,model b,2017,182543,electric,2.4,automatic,suv,red,second owner,15698.24,6
ford,model a,2020,67363,electric,2.9,manual,sedan,gray,third owner,21228.86,3
chevrolet,model d,2020,269595,diesel,4.6,manual,sedan,red,third owner,15828.99,3
toyota,model e,2006,127346,diesel,1.8,automatic,truck,blue,third owner,12110.34,17
volkswagen,model e,2014,166777,electric,3.7,manual,suv,white,first owner,14008.13,9
mercedes,model a,2013,44389,hybrid,3.0,cvt,truck,black,third owner,20855.69,10
bmw,model d,2015,265845,electric,2.3,automatic,hatchback,black,first owner,22661.96,8
chevrolet,model a,2004,285090,electric,3.5,automatic,truck,gray,second owner,10892.58,19
mercedes,model a,2005,197242,electric,4.3,cvt,coupe,black,third owner,16260.79,18
ford,model e,2000,256923,electric,1.0,automatic,coupe,blue,second owner,9985.96,23
nissan,model a,2004,293767,petrol,2.7,automatic,sedan,gray,third owner,7201.44,19
hyundai,model c,2008,172593,electric,3.9,manual,truck,white,second owner,11818.89,15
bmw,model b,2003,270417,diesel,2.7,automatic,truck,red,first owner,13293.44,20
nissan,model c,2013,279429,electric,3.9,manual,suv,gray,third owner,15149.85,10
nissan,model b,2023,278096,diesel,2.0,manual,truck,red,third owner,17813.72,0
chevrolet,model c,2005,167373,diesel,4.2,automatic,sedan,black,third owner,9755.5,18
hyundai,model a,2022,129603,hybrid,5.0,cvt,sedan,blue,second owner,20313.92,1
toyota,model a,2006,235806,electric,2.8,manual,coupe,black,third owner,12101.23,17
ford,model b,2023,45067,diesel,4.3,automatic,sedan,blue,second owner,18842.91,0
bmw,model a,2018,227487,petrol,1.4,manual,coupe,blue,third owner,20281.03,5
toyota,model a,2018,99119,petrol,5.0,manual,truck,red,first owner,18447.0,5
bmw,model c,2012,287828,petrol,1.8,cvt,sedan,blue,second owner,17556.6,11
toyota,model d,2021,14632,petrol,3.6,manual,suv,white,second owner,17999.24,2
bmw,model d,2021,57428,petrol,2.8,manual,sedan,white,first owner,23662.28,2
hyundai,model b,2012,197250,petrol,1.5,cvt,suv,blue,third owner,13334.65,11
hyundai,model e,2019,96175,petrol,2.5,cvt,hatchback,gray,third owner,19230.81,4
toyota,model a,2011,195580,petrol,1.5,automatic,truck,black,second owner,9758.85,12
mercedes,model e,2020,66684,hybrid,4.8,automatic,sedan,gray,third owner,22288.23,3
volkswagen,model d,2016,232345,electric,4.6,automatic,truck,blue,first owner,16708.1,7
mercedes,model a,2017,232582,hybrid,3.1,automatic,hatchback,black,second owner,18016.17,6
hyundai,model a,2002,6857,electric,3.1,automatic,coupe,gray,first owner,13777.93,21
volkswagen,model e,2006,134183,hybrid,5.0,cvt,sedan,gray,third owner,13262.34,17
toyota,model d,2017,128937,petrol,1.7,manual,suv,gray,third owner,17812.33,6
toyota,model d,2009,23653,diesel,4.6,manual,hatchback,blue,second owner,13819.13,14
nissan,model a,2015,245534,petrol,3.5,manual,coupe,white,first owner,13243.35,8
honda,model e,2003,58059,electric,2.7,cvt,suv,gray,third owner,11442.27,20
ford,model b,2017,248328,petrol,1.6,cvt,sedan,black,second owner,12716.36,6
bmw,model e,2022,39169,electric,3.8,manual,sedan,blue,third owner,28792.7,1
kia,model a,2010,162164,diesel,2.5,cvt,suv,red,first owner,10368.76,13
toyota,model c,2008,259670,diesel,3.5,manual,suv,black,second owner,10090.47,15
hyundai,model d,2003,119882,petrol,2.7,manual,sedan,red,third owner,11770.31,20
ford,model c,2007,166731,petrol,4.3,cvt,suv,black,second owner,7613.8,16
bmw,model b,2012,236780,petrol,1.8,manual,sedan,gray,third owner,17581.12,11
kia,model b,2002,227014,petrol,1.2,cvt,sedan,gray,second owner,8121.21,21
kia,model a,2002,138086,petrol,3.6,manual,coupe,black,first owner,9364.51,21
honda,model b,2003,259210,electric,2.5,automatic,hatchback,gray,third owner,8484.16,20
toyota,model c,2020,98937,diesel,4.5,cvt,suv,white,first owner,17642.74,3
volkswagen,model c,2000,222409,petrol,2.1,automatic,truck,red,second owner,7043.94,23
nissan,model a,2009,256974,diesel,3.9,automatic,suv,red,first owner,10948.85,14
kia,model c,2021,9046,diesel,4.8,automatic,hatchback,red,second owner,18332.89,2
mercedes,model e,2013,189516,electric,1.5,manual,coupe,blue,third owner,21515.19,10
honda,model d,2001,262730,hybrid,1.7,automatic,sedan,black,first owner,7981.74,22
honda,model e,2016,292565,electric,1.2,automatic,coupe,gray,third owner,17833.35,7
honda,model a,2007,47919,petrol,4.9,automatic,suv,black,third owner,11349.74,16
toyota,model b,2012,107892,electric,1.2,manual,suv,blue,third owner,18011.16,11
toyota,model e,2012,185481,diesel,1.4,automatic,coupe,gray,second owner,11366.69,11
toyota,model d,2014,266083,hybrid,1.4,manual,truck,blue,second owner,14171.62,9
ford,model e,2022,198301,electric,2.9,manual,hatchback,black,first owner,18740.13,1
chevrolet,model c,2006,254525,diesel,3.7,automatic,truck,white,second owner,7711.98,17
volkswagen,model a,2016,294785,diesel,4.3,automatic,coupe,blue,first owner,15042.19,7
volkswagen,model e,2004,82022,petrol,1.1,manual,hatchback,white,second owner,11100.47,19
volkswagen,model b,2000,229134,petrol,2.6,manual,sedan,white,third owner,6033.2,23
mercedes,model b,2021,98514,hybrid,3.7,manual,sedan,black,second owner,25862.68,2
bmw,model d,2003,222260,petrol,3.8,cvt,sedan,red,second owner,10564.65,20
chevrolet,model e,2014,251661,electric,2.4,automatic,coupe,black,third owner,17178.66,9
nissan,model a,2010,203968,hybrid,1.7,automatic,truck,gray,third owner,10335.22,13
toyota,model d,2002,271400,hybrid,2.2,cvt,sedan,black,third owner,6710.02,21
bmw,model e,2011,33442,diesel,2.5,manual,sedan,gray,second owner,19610.9,12
honda,model e,2018,57206,petrol,1.8,manual,hatchback,gray,third owner,18824.02,5
ford,model e,2011,234119,hybrid,3.1,cvt,sedan,blue,third owner,11294.13,12
toyota,model d,2002,295622,petrol,3.4,automatic,suv,red,first owner,5874.48,21
bmw,model e,2000,163961,hybrid,4.0,cvt,hatchback,red,first owner,10551.99,23
toyota,model a,2020,223114,hybrid,2.8,automatic,suv,gray,second owner,17222.17,3
nissan,model d,2000,93478,electric,4.0,manual,hatchback,red,second owner,12609.19,23
toyota,model d,2009,159250,electric,2.9,manual,truck,white,second owner,14990.95,14
ford,model b,2012,168045,petrol,2.9,automatic,truck,gray,second owner,10855.24,11
hyundai,model a,2023,125932,petrol,1.7,cvt,coupe,black,second owner,19767.87,0
bmw,model d,2015,28489,diesel,1.9,manual,sedan,gray,first owner,22047.02,8
honda,model b,2020,291509,electric,4.8,manual,suv,white,first owner,20293.36,3
bmw,model a,2011,163475,petrol,2.7,cvt,sedan,gray,first owner,15881.77,12
chevrolet,model d,2015,185287,hybrid,1.4,automatic,truck,red,first owner,14749.55,8
volkswagen,model a,2023,193917,petrol,4.2,automatic,truck,red,third owner,16597.57,0
kia,model b,2017,11027,electric,1.6,cvt,hatchback,black,third owner,19792.57,6
mercedes,model d,2007,194299,diesel,3.5,manual,truck,blue,first owner,15145.34,16
nissan,model c,2008,173252,petrol,2.4,cvt,sedan,blue,third owner,10551.4,15
toyota,model c,2013,78208,diesel,2.2,automatic,suv,blue,first owner,15783.71,10
hyundai,model a,2000,6193,petrol,2.8,automatic,coupe,blue,second owner,8987.33,23
chevrolet,model d,2002,210398,diesel,2.1,automatic,truck,red,first owner,4503.35,21
mercedes,model c,2014,82185,electric,1.3,automatic,coupe,gray,second owner,21769.03,9
bmw,model a,2019,22493,diesel,1.8,cvt,sedan,red,second owner,23456.76,4
toyota,model a,2011,237343,hybrid,2.5,cvt,suv,blue,third owner,12555.62,12
bmw,model e,2015,75389,petrol,3.6,cvt,coupe,gray,third owner,22115.78,8
toyota,model e,2002,238016,petrol,4.8,cvt,truck,black,second owner,6760.86,21
toyota,model e,2006,259059,diesel,2.8,manual,sedan,white,first owner,8226.12,17
chevrolet,model a,2011,84964,hybrid,5.0,cvt,hatchback,blue,second owner,12405.62,12
chevrolet,model a,2000,227347,petrol,2.0,cvt,coupe,blue,first owner,5055.13,23
hyundai,model c,2022,9235,electric,1.7,automatic,hatchback,blue,second owner,20776.62,1
hyundai,model d,2000,171137,petrol,1.7,cvt,suv,gray,third owner,7332.65,23
chevrolet,model a,2014,174641,electric,4.4,automatic,truck,red,third owner,14075.36,9
kia,model c,2015,15827,electric,1.9,cvt,sedan,red,second owner,18146.62,8
kia,model c,2009,46443,electric,3.0,automatic,truck,white,second owner,14751.81,14
honda,model a,2003,234224,petrol,4.9,cvt,hatchback,red,second owner,7629.93,20
hyundai,model d,2001,273121,petrol,1.6,manual,coupe,gray,first owner,4440.42,22
kia,model d,2009,15993,hybrid,4.2,manual,hatchback,white,third owner,11234.49,14
honda,model c,2017,56725,petrol,2.6,manual,suv,red,second owner,16409.54,6
honda,model c,2010,132933,electric,2.7,manual,hatchback,white,third owner,14789.63,13
chevrolet,model e,2001,295013,diesel,2.1,manual,truck,gray,first owner,5423.86,22
kia,model b,2010,158249,petrol,2.1,cvt,truck,gray,third owner,9650.24,13
kia,model d,2016,154756,diesel,2.0,manual,sedan,blue,first owner,12730.71,7
kia,model e,2023,184335,electric,3.4,manual,hatchback,red,first owner,19823.03,0
hyundai,model b,2000,219114,petrol,1.3,cvt,coupe,blue,third owner,6251.12,23
bmw,model a,2003,189388,hybrid,1.2,cvt,hatchback,blue,first owner,11665.28,20
mercedes,model d,2002,44021,petrol,3.1,automatic,hatchback,blue,first owner,15557.55,21
volkswagen,model b,2017,287427,electric,4.7,automatic,truck,blue,first owner,17553.72,6
hyundai,model d,2004,262765,electric,4.5,cvt,suv,black,third owner,12299.0,19
honda,model d,2018,232786,petrol,2.6,cvt,coupe,blue,second owner,15175.82,5
toyota,model e,2002,216935,hybrid,3.1,cvt,truck,blue,first owner,7186.91,21
hyundai,model c,2021,259393,electric,2.7,automatic,hatchback,white,third owner,17987.81,2
hyundai,model a,2003,37888,electric,1.9,automatic,sedan,blue,third owner,14971.94,20
mercedes,model b,2006,276781,hybrid,2.4,manual,truck,black,first owner,13016.42,17
toyota,model b,2004,144365,diesel,1.9,manual,hatchback,white,third owner,9044.91,19
kia,model d,2007,163607,petrol,2.4,cvt,coupe,gray,second owner,9824.17,16
toyota,model b,2007,294783,diesel,2.0,cvt,suv,black,first owner,7272.17,16
kia,model e,2023,217592,electric,3.7,automatic,coupe,red,second owner,18556.4,0
chevrolet,model d,2021,162081,hybrid,3.2,manual,suv,blue,first owner,14356.02,2
bmw,model e,2004,176493,petrol,3.3,cvt,suv,blue,third owner,13284.72,19
kia,model a,2000,165490,electric,2.5,cvt,truck,blue,second owner,9934.69,23
kia,model c,2022,264248,hybrid,2.9,automatic,coupe,red,first owner,17612.23,1
ford,model b,2004,17713,petrol,2.6,manual,truck,white,second owner,11774.68,19
honda,model d,2018,150789,diesel,1.5,cvt,suv,gray,first owner,15836.89,5
honda,model a,2006,147959,hybrid,4.3,automatic,truck,white,first owner,12046.99,17
honda,model b,2001,148191,diesel,1.4,manual,coupe,gray,third owner,10472.21,22
ford,model b,2018,137990,diesel,1.1,manual,coupe,white,third owner,16585.25,5
volkswagen,model c,2000,109658,petrol,4.8,manual,hatchback,blue,first owner,7066.78,23
mercedes,model b,2021,262768,petrol,3.9,automatic,truck,blue,first owner,21800.5,2
honda,model d,2000,254239,diesel,1.8,automatic,suv,black,first owner,5007.79,23
hyundai,model e,2010,73115,electric,2.0,manual,hatchback,gray,third owner,16905.2,13
toyota,model b,2011,87778,electric,1.4,cvt,suv,red,first owner,18041.09,12
toyota,model d,2007,132830,diesel,3.9,automatic,truck,gray,first owner,13888.27,16
chevrolet,model e,2005,189602,diesel,1.3,manual,truck,blue,first owner,9763.44,18
chevrolet,model b,2014,238052,petrol,1.8,manual,hatchback,white,second owner,11385.21,9
nissan,model a,2023,67106,diesel,2.0,automatic,hatchback,white,second owner,21392.62,0
bmw,model d,2011,107831,hybrid,1.8,automatic,suv,gray,third owner,20752.13,12
hyundai,model c,2013,127326,electric,1.4,cvt,truck,blue,second owner,17154.44,10
hyundai,model a,2017,55279,electric,5.0,cvt,sedan,black,second owner,20419.12,6
bmw,model c,2001,213948,diesel,3.1,cvt,suv,black,third owner,9943.05,22
nissan,model a,2014,291086,petrol,1.4,cvt,truck,blue,second owner,14179.56,9
ford,model d,2004,271245,electric,1.5,manual,coupe,white,first owner,12377.98,19
volkswagen,model c,2012,229558,diesel,1.3,manual,hatchback,blue,first owner,9791.58,11
volkswagen,model a,2021,50585,hybrid,1.7,cvt,hatchback,gray,second owner,19307.47,2
kia,model d,2009,156176,petrol,3.5,automatic,truck,gray,first owner,11546.22,14
volkswagen,model b,2004,107903,electric,3.0,automatic,coupe,black,third owner,14424.73,19
mercedes,model d,2022,145555,hybrid,1.5,manual,coupe,white,third owner,23077.61,1
kia,model c,2007,297896,electric,2.2,automatic,suv,black,second owner,12052.26,16
hyundai,model a,2010,249440,diesel,1.5,manual,suv,red,first owner,11448.06,13
hyundai,model c,2010,90042,hybrid,3.6,manual,sedan,black,second owner,11595.53,13
hyundai,model a,2001,272048,petrol,2.2,manual,suv,black,second owner,4500.78,22
bmw,model c,2001,176634,hybrid,1.2,cvt,truck,white,third owner,12762.12,22
hyundai,model a,2021,156538,electric,4.0,manual,suv,white,third owner,19370.82,2
hyundai,model b,2011,109842,diesel,4.8,manual,suv,black,second owner,15117.77,12
toyota,model e,2014,215514,electric,2.4,automatic,sedan,red,second owner,13758.8,9
hyundai,model a,2004,199591,diesel,3.1,manual,coupe,black,first owner,6086.96,19
chevrolet,model d,2000,68545,diesel,2.2,automatic,truck,gray,first owner,9148.3,23
nissan,model d,2018,86112,hybrid,1.3,automatic,sedan,white,second owner,17829.07,5
ford,model d,2020,123226,hybrid,2.6,manual,truck,black,first owner,19165.84,3
bmw,model b,2000,78165,hybrid,3.8,automatic,hatchback,blue,third owner,14434.45,23
ford,model c,2007,225580,petrol,4.0,automatic,hatchback,red,second owner,9314.71,16
mercedes,model a,2004,167597,hybrid,4.5,automatic,sedan,white,first owner,10741.21,19
chevrolet,model c,2001,293162,hybrid,1.7,manual,sedan,red,first owner,6098.86,22
nissan,model d,2012,240478,hybrid,2.7,cvt,hatchback,white,second owner,10882.33,11
ford,model d,2009,165861,diesel,4.1,cvt,suv,white,first owner,10455.81,14
mercedes,model d,2006,215691,hybrid,4.8,manual,truck,gray,first owner,15170.89,17
