Car Brand,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
volkswagen,model b,2009,297416,hybrid,2.9,automatic,hatchback,red,third owner,9360.02,14
honda,model a,2005,78614,petrol,4.1,cvt,sedan,red,third owner,12435.23,18
hyundai,model d,2012,18002,electric,4.2,manual,suv,red,third owner,18248.09,11
honda,model c,2007,144836,electric,3.9,cvt,suv,black,first owner,16868.72,16
honda,model d,2001,262730,hybrid,1.7,automatic,sedan,black,first owner,7981.74,22
volkswagen,model e,2010,137854,petrol,2.4,cvt,hatchback,blue,first owner,12371.12,13
kia,model b,2008,159061,electric,2.2,cvt,sedan,gray,second owner,13935.1,15
toyota,model e,2001,141979,electric,1.9,automatic,sedan,white,first owner,12296.99,22
mercedes,model b,2006,188298,electric,3.5,cvt,sedan,gray,third owner,18196.7,17
hyundai,model e,2019,42373,electric,2.8,cvt,coupe,white,second owner,21448.34,4
ford,model c,2015,247385,hybrid,2.7,cvt,suv,gray,third owner,14158.81,8
chevrolet,model c,2018,58179,diesel,2.8,manual,suv,red,first owner,16968.73,5
toyota,model b,2009,116205,hybrid,4.7,cvt,sedan,red,first owner,13585.9,14
hyundai,model a,2018,278370,electric,3.0,automatic,suv,blue,second owner,17586.52,5
volkswagen,model b,2001,162629,electric,2.3,manual,coupe,white,second owner,7403.02,22
kia,model a,2022,71955,petrol,1.4,automatic,coupe,blue,second owner,19349.66,1
bmw,model b,2019,201885,diesel,1.6,automatic,truck,gray,third owner,19173.36,4
bmw,model a,2014,181744,petrol,2.2,automatic,hatchback,red,second owner,16416.82,9
toyota,model a,2011,148824,petrol,4.3,manual,hatchback,gray,third owner,12662.03,12
bmw,model e,2022,39169,electric,3.8,manual,sedan,blue,third owner,28792.7,1
toyota,model b,2019,248902,diesel,3.1,automatic,sedan,white,first owner,16093.24,4
hyundai,model d,2004,178009,hybrid,4.3,automatic,coupe,blue,second owner,7307.72,19
toyota,model a,2023,184119,hybrid,2.5,automatic,hatchback,red,second owner,16085.92,0
hyundai,model d,2003,159714,diesel,3.5,automatic,hatchback,gray,second owner,5773.53,20
ford,model a,2014,134897,diesel,1.3,manual,coupe,white,third owner,17058.4,9
ford,model e,2018,33346,hybrid,1.1,automatic,truck,blue,second owner,17210.81,5
honda,model a,2007,141478,diesel,4.5,automatic,hatchback,gray,third owner,10446.5,16
toyota,model b,2022,193331,hybrid,3.6,cvt,coupe,white,first owner,18223.4,1
volkswagen,model d,2006,243026,hybrid,4.8,cvt,coupe,black,third owner,7232.69,17
hyundai,model c,2017,37510,petrol,2.9,manual,hatchback,gray,second owner,16260.19,6
mercedes,model b,2001,73605,electric,3.5,manual,coupe,red,second owner,15001.8,22
mercedes,model c,2019,143060,hybrid,4.3,cvt,hatchback,gray,first owner,24459.02,4
volkswagen,model c,2021,230150,hybrid,1.7,manual,sedan,blue,first owner,16609.11,2
mercedes,model c,2003,41767,petrol,3.1,automatic,suv,blue,third owner,16580.45,20
honda,model a,2010,98194,hybrid,4.9,automatic,coupe,black,second owner,14977.79,13
honda,model b,2018,190939,petrol,1.3,manual,truck,gray,first owner,13161.42,5
toyota,model c,2004,49286,diesel,1.3,automatic,truck,white,first owner,12495.54,19
hyundai,model d,2022,243955,diesel,2.3,automatic,truck,gray,first owner,17006.08,1
mercedes,model a,2004,206880,electric,4.8,automatic,truck,black,first owner,16166.34,19
volkswagen,model e,2018,38246,diesel,1.9,automatic,truck,black,first owner,17842.16,5
bmw,model a,2017,294874,diesel,2.0,manual,suv,gray,second owner,17889.13,6
ford,model e,2015,219121,hybrid,3.3,manual,hatchback,blue,second owner,14659.12,8
volkswagen,model e,2002,240801,petrol,2.6,automatic,sedan,gray,first owner,7207.17,21
nissan,model c,2008,58865,hybrid,1.6,cvt,truck,blue,first owner,11349.26,15
mercedes,model b,2023,282167,hybrid,1.4,automatic,hatchback,red,second owner,21212.86,0
kia,model a,2018,227607,diesel,3.1,manual,sedan,white,third owner,13406.74,5
kia,model c,2021,9046,diesel,4.8,automatic,hatchback,red,second owner,18332.89,2
kia,model c,2006,86387,hybrid,2.3,automatic,hatchback,black,third owner,12671.84,17
nissan,model d,2014,204382,hybrid,4.8,manual,truck,white,third owner,12258.63,9
hyundai,model c,2020,170929,diesel,4.6,manual,truck,gray,second owner,15621.42,3
bmw,model c,2014,196679,diesel,3.6,automatic,coupe,blue,third owner,16987.2,9
honda,model b,2013,224047,diesel,2.4,automatic,suv,red,first owner,11043.53,10
ford,model d,2019,298530,hybrid,3.9,manual,hatchback,white,first owner,13723.39,4
toyota,model a,2007,62560,diesel,2.9,manual,hatchback,gray,second owner,12038.45,16
toyota,model a,2016,226136,hybrid,4.4,cvt,hatchback,black,first owner,14301.13,7
chevrolet,model d,2019,298226,hybrid,3.3,automatic,sedan,blue,third owner,16818.63,4
honda,model a,2015,136756,electric,2.5,manual,sedan,blue,first owner,18500.21,8
nissan,model d,2009,69835,hybrid,4.4,manual,coupe,white,first owner,11132.02,14
hyundai,model d,2021,19406,petrol,2.6,manual,hatchback,red,third owner,18073.84,2
bmw,model b,2016,93650,electric,4.8,cvt,coupe,red,third owner,23535.46,7
volkswagen,model e,2011,153611,petrol,5.0,automatic,coupe,red,third owner,11315.69,12
honda,model b,2018,76677,petrol,2.7,cvt,hatchback,gray,third owner,17177.18,5
toyota,model b,2011,220705,diesel,1.1,cvt,sedan,blue,first owner,10284.29,12
hyundai,model d,2002,43431,electric,1.6,manual,coupe,black,first owner,11655.98,21
hyundai,model c,2009,84129,electric,1.6,manual,truck,black,third owner,14851.73,14
honda,model a,2023,296998,electric,3.1,cvt,sedan,white,second owner,18933.81,0
bmw,model b,2000,68761,petrol,1.5,manual,sedan,blue,second owner,14297.27,23
hyundai,model a,2005,39135,hybrid,3.8,automatic,truck,black,first owner,10657.16,18
nissan,model b,2015,87733,diesel,3.3,cvt,truck,blue,first owner,14186.95,8
nissan,model e,2002,130560,hybrid,4.3,cvt,hatchback,red,first owner,7623.42,21
kia,model d,2012,57785,diesel,4.3,automatic,sedan,blue,second owner,14867.39,11
toyota,model e,2002,139219,electric,4.9,manual,sedan,black,third owner,14446.68,21
ford,model c,2015,19911,electric,1.4,cvt,coupe,black,first owner,17572.25,8
ford,model b,2005,85794,petrol,1.6,cvt,truck,black,third owner,9225.72,18
ford,model a,2013,41961,diesel,2.3,automatic,suv,blue,second owner,15057.46,10
nissan,model d,2002,159155,petrol,2.4,manual,truck,red,first owner,7503.92,21
bmw,model b,2021,128977,petrol,3.9,cvt,suv,white,second owner,24635.79,2
kia,model e,2022,76022,hybrid,1.1,manual,truck,gray,third owner,18952.25,1
volkswagen,model a,2011,244099,petrol,4.1,manual,coupe,gray,third owner,9661.67,12
hyundai,model c,2022,126803,diesel,4.0,automatic,truck,red,second owner,20112.1,1
hyundai,model d,2001,273121,petrol,1.6,manual,coupe,gray,first owner,4440.42,22
mercedes,model e,2022,72705,hybrid,1.0,automatic,coupe,gray,first owner,23950.24,1
chevrolet,model b,2023,148790,petrol,4.9,manual,sedan,gray,third owner,20119.23,0
hyundai,model a,2013,260963,hybrid,4.5,manual,coupe,gray,second owner,10084.54,10
mercedes,model a,2012,118399,hybrid,4.8,cvt,sedan,blue,second owner,18997.88,11
kia,model a,2010,246624,hybrid,2.6,cvt,hatchback,white,second owner,11456.87,13
hyundai,model c,2017,158460,diesel,1.9,automatic,truck,black,third owner,12689.77,6
honda,model e,2023,37369,hybrid,1.5,automatic,truck,red,first owner,18685.99,0
kia,model b,2017,168209,diesel,3.8,cvt,coupe,black,third owner,12931.67,6
volkswagen,model c,2006,14891,diesel,4.6,automatic,suv,white,second owner,11740.72,17
nissan,model e,2005,130514,diesel,1.7,automatic,suv,black,first owner,12054.35,18
honda,model a,2004,148323,diesel,4.7,cvt,suv,white,first owner,11891.23,19
bmw,model d,2015,265845,electric,2.3,automatic,hatchback,black,first owner,22661.96,8
hyundai,model c,2017,219904,electric,2.0,manual,coupe,red,second owner,17042.63,6
ford,model a,2011,59919,hybrid,4.1,automatic,suv,white,second owner,14128.86,12
volkswagen,model a,2021,50585,hybrid,1.7,cvt,hatchback,gray,second owner,19307.47,2
mercedes,model b,2017,156865,diesel,3.4,manual,truck,blue,third owner,18406.5,6
honda,model b,2009,130864,petrol,4.2,automatic,suv,black,first owner,12610.02,14
honda,model a,2017,250007,electric,2.6,manual,coupe,gray,third owner,17032.06,6
mercedes,model c,2012,121981,diesel,1.0,automatic,hatchback,blue,third owner,20713.16,11
mercedes,model c,2006,265162,petrol,4.1,cvt,truck,red,third owner,12376.5,17
hyundai,model a,2006,247947,diesel,3.2,cvt,suv,gray,first owner,8629.39,17
hyundai,model e,2009,141334,hybrid,4.0,cvt,coupe,blue,first owner,11614.84,14
ford,model c,2023,202905,petrol,2.2,automatic,sedan,black,third owner,17284.07,0
honda,model a,2012,114888,petrol,4.1,cvt,coupe,gray,first owner,13808.05,11
volkswagen,model d,2022,240510,electric,4.7,manual,suv,black,second owner,17913.74,1
volkswagen,model a,2018,64618,hybrid,4.4,cvt,coupe,white,second owner,17324.25,5
ford,model a,2010,209231,hybrid,4.2,manual,sedan,gray,second owner,11897.93,13
mercedes,model c,2017,169371,electric,5.0,manual,hatchback,white,third owner,23917.75,6
hyundai,model a,2009,105003,hybrid,1.7,manual,truck,blue,third owner,12703.83,14
volkswagen,model e,2015,212023,hybrid,2.3,cvt,truck,blue,third owner,14064.32,8
volkswagen,model b,2017,287427,electric,4.7,automatic,truck,blue,first owner,17553.72,6
chevrolet,model d,2006,8182,diesel,4.7,automatic,hatchback,black,first owner,12244.55,17
nissan,model b,2018,286424,hybrid,3.8,automatic,coupe,blue,first owner,12573.5,5
ford,model d,2020,200653,diesel,2.8,automatic,sedan,blue,first owner,15584.2,3
chevrolet,model b,2000,81470,petrol,2.4,cvt,suv,gray,second owner,8104.91,23
bmw,model d,2005,222060,electric,2.0,cvt,hatchback,gray,third owner,15786.78,18
mercedes,model a,2007,128587,diesel,2.7,automatic,coupe,red,second owner,16774.91,16
mercedes,model e,2013,118174,petrol,3.8,automatic,hatchback,gray,third owner,21151.02,10
mercedes,model e,2004,117935,petrol,1.6,manual,suv,blue,first owner,15311.32,19
chevrolet,model a,2019,212477,petrol,2.7,cvt,hatchback,red,third owner,16493.52,4
nissan,model a,2022,290675,hybrid,1.5,cvt,coupe,black,second owner,16865.08,1
hyundai,model d,2020,104157,petrol,3.0,cvt,coupe,white,second owner,17718.59,3
bmw,model b,2008,157276,electric,3.5,cvt,truck,white,third owner,19360.96,15
chevrolet,model a,2008,90409,diesel,3.1,cvt,sedan,black,second owner,11527.2,15
ford,model d,2000,274066,diesel,3.9,manual,sedan,red,first owner,6821.81,23
volkswagen,model c,2013,241938,hybrid,4.1,automatic,sedan,black,third owner,10251.41,10
volkswagen,model c,2012,16559,hybrid,4.6,manual,sedan,blue,third owner,15423.85,11
bmw,model d,2007,37118,electric,3.3,cvt,truck,red,first owner,18317.8,16
nissan,model a,2009,256974,diesel,3.9,automatic,suv,red,first owner,10948.85,14
toyota,model c,2011,86246,diesel,1.2,cvt,hatchback,red,third owner,13449.59,12
hyundai,model b,2000,75228,petrol,2.9,automatic,hatchback,red,third owner,8823.4,23
bmw,model c,2006,19606,petrol,4.3,manual,hatchback,gray,second owner,16761.9,17
hyundai,model b,2023,174443,diesel,3.1,manual,coupe,white,first owner,17711.57,0
toyota,model c,2010,140247,electric,3.5,cvt,coupe,red,second owner,16623.7,13
nissan,model d,2005,28957,diesel,3.3,manual,sedan,blue,first owner,10602.73,18
chevrolet,model c,2008,220939,diesel,4.8,automatic,coupe,blue,first owner,7981.88,15
kia,model b,2006,222478,diesel,2.2,manual,suv,gray,third owner,7695.04,17
kia,model a,2000,165490,electric,2.5,cvt,truck,blue,second owner,9934.69,23
bmw,model c,2000,203168,diesel,2.2,cvt,coupe,blue,third owner,12432.68,23
nissan,model a,2021,143327,petrol,3.1,cvt,suv,red,third owner,20766.2,2
nissan,model d,2014,46535,petrol,3.5,cvt,hatchback,white,second owner,13593.11,9
ford,model c,2016,138820,petrol,2.3,cvt,truck,gray,third owner,16900.56,7
bmw,model c,2014,191740,diesel,3.4,cvt,hatchback,black,second owner,16851.63,9
nissan,model d,2023,148504,electric,2.8,cvt,coupe,black,first owner,22483.23,0
ford,model b,2003,249234,hybrid,2.2,automatic,coupe,gray,second owner,6641.65,20
kia,model b,2015,183193,diesel,2.0,automatic,sedan,white,second owner,12912.29,8
ford,model e,2018,192702,diesel,4.8,manual,hatchback,white,first owner,14885.0,5
mercedes,model b,2015,23903,diesel,2.4,cvt,hatchback,white,third owner,19073.61,8
ford,model e,2022,181681,electric,4.3,cvt,coupe,white,third owner,18527.94,1
hyundai,model a,2016,67315,hybrid,3.5,automatic,suv,white,first owner,15632.46,7
nissan,model c,2015,217595,petrol,4.0,manual,truck,black,second owner,14236.08,8
chevrolet,model a,2006,283147,diesel,4.3,cvt,coupe,blue,first owner,7595.3,17
ford,model b,2011,276547,petrol,4.2,cvt,hatchback,blue,first owner,9598.33,12
kia,model c,2009,143050,hybrid,3.7,cvt,coupe,gray,first owner,14622.51,14
chevrolet,model b,2009,96715,hybrid,4.9,manual,hatchback,black,second owner,11700.08,14
nissan,model a,2012,148435,petrol,1.0,automatic,suv,gray,first owner,13430.03,11
nissan,model b,2018,273320,diesel,4.6,manual,sedan,gray,second owner,14757.23,5
nissan,model a,2006,193016,petrol,4.9,manual,hatchback,white,first owner,9458.26,17
kia,model c,2005,245683,petrol,2.6,cvt,hatchback,blue,second owner,7130.28,18
chevrolet,model b,2008,72442,diesel,2.7,cvt,suv,black,third owner,12194.13,15
mercedes,model e,2018,38897,petrol,4.4,automatic,truck,blue,second owner,23103.26,5
ford,model e,2017,165016,electric,3.5,cvt,coupe,blue,first owner,15453.0,6
ford,model d,2010,95868,diesel,1.4,manual,sedan,red,first owner,12656.36,13
honda,model d,2003,282313,petrol,3.3,cvt,coupe,white,first owner,8143.33,20
kia,model b,2004,85265,hybrid,3.1,cvt,suv,white,second owner,10819.92,19
hyundai,model d,2011,158317,diesel,1.9,automatic,truck,black,first owner,10059.74,12
volkswagen,model a,2018,233707,hybrid,1.0,automatic,sedan,white,first owner,15040.94,5
bmw,model b,2008,222334,hybrid,1.1,automatic,suv,black,first owner,12555.09,15
toyota,model e,2008,52899,diesel,3.4,automatic,truck,white,first owner,14175.48,15
hyundai,model a,2020,134842,hybrid,1.3,automatic,coupe,white,third owner,19001.33,3
honda,model a,2000,252114,petrol,1.3,cvt,coupe,red,first owner,3867.76,23
volkswagen,model e,2019,58544,diesel,1.6,automatic,suv,white,second owner,17032.8,4
nissan,model b,2015,173387,hybrid,2.6,automatic,truck,black,first owner,12090.5,8
hyundai,model c,2021,259393,electric,2.7,automatic,hatchback,white,third owner,17987.81,2
kia,model a,2011,172338,hybrid,3.6,manual,sedan,white,second owner,11583.85,12
mercedes,model c,2017,63014,diesel,5.0,cvt,truck,blue,second owner,23192.85,6
volkswagen,model a,2019,111949,diesel,2.5,cvt,hatchback,white,second owner,19523.91,4
toyota,model a,2011,88114,diesel,3.6,manual,coupe,white,first owner,13201.6,12
chevrolet,model a,2016,210322,hybrid,4.8,cvt,suv,red,second owner,15366.03,7
chevrolet,model b,2010,88004,diesel,4.7,manual,truck,white,first owner,12783.1,13
bmw,model e,2012,264168,petrol,1.9,manual,sedan,white,third owner,18085.2,11
mercedes,model a,2013,128434,hybrid,1.7,manual,coupe,gray,third owner,21682.6,10
ford,model a,2013,299044,petrol,3.0,cvt,truck,red,third owner,11324.86,10
nissan,model d,2017,158587,petrol,1.6,cvt,coupe,white,third owner,14218.98,6
bmw,model a,2009,83009,diesel,2.0,manual,suv,red,first owner,18938.31,14
ford,model a,2023,125988,electric,4.0,cvt,sedan,blue,second owner,23900.81,0
toyota,model e,2019,228071,petrol,2.5,cvt,suv,blue,first owner,16515.76,4
kia,model b,2008,51986,electric,3.8,cvt,hatchback,white,second owner,13518.71,15
bmw,model e,2014,122015,petrol,3.1,cvt,sedan,white,second owner,18679.61,9
nissan,model a,2018,204864,electric,2.3,automatic,sedan,gray,second owner,19015.54,5
nissan,model d,2010,201623,diesel,2.3,automatic,suv,black,third owner,9084.71,13
volkswagen,model c,2022,43192,diesel,3.5,cvt,truck,black,second owner,21309.3,1
kia,model d,2011,93983,petrol,3.0,manual,truck,red,first owner,15863.32,12
nissan,model b,2009,85003,hybrid,4.8,manual,sedan,white,first owner,14403.21,14
bmw,model a,2000,13547,diesel,2.7,cvt,suv,white,second owner,15068.85,23
kia,model a,2011,37786,petrol,2.2,cvt,hatchback,blue,first owner,14838.73,12
volkswagen,model d,2005,276147,diesel,4.4,manual,coupe,white,first owner,7122.62,18
chevrolet,model a,2010,252960,petrol,2.0,manual,truck,white,first owner,9589.19,13
hyundai,model a,2007,105317,diesel,2.0,manual,hatchback,red,third owner,11819.58,16
honda,model e,2010,39795,electric,4.0,manual,sedan,black,first owner,17925.59,13
mercedes,model a,2010,196939,hybrid,2.1,automatic,suv,white,first owner,15816.55,13
hyundai,model c,2022,9235,electric,1.7,automatic,hatchback,blue,second owner,20776.62,1
hyundai,model a,2004,46190,hybrid,1.2,automatic,coupe,red,first owner,9522.82,19
bmw,model b,2015,195095,diesel,4.3,cvt,suv,red,second owner,17443.01,8
kia,model c,2021,209653,electric,1.8,automatic,hatchback,white,first owner,18421.68,2
volkswagen,model c,2013,233921,diesel,1.7,manual,truck,white,second owner,10218.47,10
chevrolet,model d,2000,68545,diesel,2.2,automatic,truck,gray,first owner,9148.3,23
honda,model e,2018,42445,diesel,1.6,manual,truck,gray,third owner,18368.61,5
ford,model d,2008,69533,electric,3.1,cvt,coupe,gray,third owner,16544.02,15
hyundai,model b,2012,165853,electric,3.2,cvt,coupe,red,second owner,15805.98,11
chevrolet,model c,2023,183069,hybrid,1.8,automatic,sedan,black,third owner,15140.3,0
chevrolet,model b,2014,5048,electric,4.6,cvt,coupe,white,third owner,19871.25,9
mercedes,model b,2021,262768,petrol,3.9,automatic,truck,blue,first owner,21800.5,2
mercedes,model a,2023,220966,hybrid,4.9,manual,suv,white,first owner,20426.17,0
ford,model b,2010,190312,electric,3.7,cvt,suv,gray,third owner,14705.19,13
mercedes,model e,2023,172666,hybrid,3.0,automatic,coupe,gray,first owner,21004.82,0
kia,model a,2011,183562,hybrid,3.4,cvt,truck,red,third owner,10904.33,12
honda,model b,2001,148191,diesel,1.4,manual,coupe,gray,third owner,10472.21,22
volkswagen,model e,2010,88014,diesel,4.3,manual,sedan,gray,second owner,14662.24,13
mercedes,model c,2014,82185,electric,1.3,automatic,coupe,gray,second owner,21769.03,9
nissan,model d,2012,132132,petrol,4.5,cvt,hatchback,white,third owner,16035.39,11
toyota,model a,2018,101540,diesel,3.0,cvt,suv,red,first owner,19326.08,5
hyundai,model d,2005,57851,petrol,1.3,cvt,suv,black,second owner,12009.84,18
volkswagen,model b,2012,299374,electric,2.7,manual,hatchback,gray,third owner,15962.7,11
toyota,model e,2005,43259,electric,4.3,automatic,hatchback,red,first owner,14677.56,18
chevrolet,model b,2005,174734,diesel,3.8,cvt,hatchback,red,first owner,8412.08,18
kia,model a,2017,202034,petrol,3.8,automatic,suv,gray,first owner,12022.71,6
bmw,model d,2023,9193,petrol,1.6,cvt,hatchback,gray,third owner,24650.38,0
toyota,model e,2006,259059,diesel,2.8,manual,sedan,white,first owner,8226.12,17
nissan,model d,2002,38382,petrol,3.9,manual,hatchback,white,third owner,9969.13,21
mercedes,model c,2014,256087,diesel,1.1,manual,truck,white,first owner,17155.18,9
bmw,model c,2014,265522,diesel,2.5,automatic,suv,blue,third owner,17600.07,9
kia,model a,2002,276267,diesel,3.3,cvt,suv,red,second owner,7819.47,21
chevrolet,model c,2010,111142,petrol,4.4,manual,sedan,black,second owner,11579.85,13
hyundai,model e,2023,53918,electric,3.1,cvt,suv,white,first owner,23023.09,0
mercedes,model a,2001,291677,electric,1.3,automatic,coupe,black,third owner,13132.23,22
volkswagen,model e,2005,290712,diesel,2.0,cvt,sedan,white,third owner,7130.3,18
bmw,model a,2003,155447,hybrid,1.4,manual,sedan,white,first owner,11132.43,20
chevrolet,model e,2015,16877,hybrid,4.4,manual,coupe,gray,first owner,17080.01,8
kia,model b,2018,97808,electric,1.3,automatic,hatchback,gray,second owner,21592.8,5
kia,model b,2001,265191,diesel,4.6,cvt,truck,gray,second owner,4362.09,22
toyota,model c,2008,259670,diesel,3.5,manual,suv,black,second owner,10090.47,15
ford,model a,2000,85543,petrol,4.2,manual,truck,blue,first owner,7776.07,23
hyundai,model d,2004,262765,electric,4.5,cvt,suv,black,third owner,12299.0,19
honda,model e,2015,165972,hybrid,3.7,manual,truck,gray,first owner,11584.85,8
nissan,model b,2000,190331,diesel,2.3,manual,coupe,white,first owner,4864.46,23
volkswagen,model c,2014,123416,diesel,3.0,cvt,truck,gray,second owner,13691.87,9
kia,model b,2020,179271,petrol,3.2,automatic,sedan,blue,third owner,15578.57,3
ford,model e,2001,122269,petrol,1.2,cvt,sedan,black,first owner,10803.29,22
mercedes,model e,2010,131625,hybrid,4.7,manual,truck,blue,first owner,20128.12,13
toyota,model d,2000,164054,electric,1.9,manual,hatchback,gray,second owner,10113.65,23
mercedes,model d,2008,71288,hybrid,1.1,manual,coupe,gray,third owner,16324.58,15
chevrolet,model d,2016,32382,diesel,2.0,cvt,coupe,gray,second owner,14572.74,7
toyota,model c,2021,222422,electric,3.9,automatic,suv,black,third owner,19965.96,2
honda,model c,2008,117122,diesel,2.7,manual,truck,blue,second owner,14268.38,15
hyundai,model b,2012,230339,hybrid,2.2,manual,coupe,gray,third owner,11666.21,11
honda,model b,2002,75843,hybrid,2.2,manual,suv,blue,first owner,11352.07,21
toyota,model c,2011,163627,hybrid,2.9,automatic,sedan,white,first owner,9374.85,12
ford,model b,2002,86167,diesel,2.5,automatic,coupe,black,first owner,9742.61,21
kia,model b,2020,36918,diesel,3.9,cvt,truck,blue,third owner,17619.68,3
bmw,model c,2013,293139,diesel,3.7,cvt,suv,blue,third owner,17634.7,10
toyota,model d,2023,127812,petrol,4.0,manual,suv,blue,second owner,20140.41,0
mercedes,model c,2007,104449,petrol,1.5,manual,coupe,red,third owner,15091.92,16
mercedes,model d,2004,226027,petrol,3.6,automatic,hatchback,blue,third owner,13726.71,19
kia,model d,2009,156176,petrol,3.5,automatic,truck,gray,first owner,11546.22,14
nissan,model a,2014,297596,hybrid,4.1,automatic,coupe,black,first owner,10890.98,9
bmw,model d,2020,232430,petrol,3.7,automatic,hatchback,red,second owner,20977.89,3
ford,model b,2010,165247,hybrid,3.2,cvt,coupe,red,first owner,10380.65,13
volkswagen,model b,2004,209599,electric,4.0,automatic,truck,white,third owner,9715.09,19
toyota,model a,2003,250491,petrol,4.6,manual,suv,blue,second owner,6713.54,20
chevrolet,model b,2008,110955,petrol,3.3,cvt,sedan,blue,third owner,12369.25,15
mercedes,model d,2004,138154,electric,3.8,automatic,sedan,black,first owner,17882.95,19
toyota,model d,2000,44356,diesel,1.9,automatic,truck,blue,second owner,9875.82,23
mercedes,model a,2002,24409,diesel,3.6,automatic,coupe,black,third owner,13217.07,21
toyota,model e,2004,133857,petrol,3.1,manual,suv,red,first owner,9210.41,19
hyundai,model a,2003,37888,electric,1.9,automatic,sedan,blue,third owner,14971.94,20
mercedes,model c,2009,162799,diesel,2.2,cvt,truck,black,second owner,14360.65,14
kia,model d,2013,42438,diesel,2.6,automatic,sedan,black,second owner,16354.41,10
toyota,model b,2017,35640,hybrid,3.2,manual,sedan,red,third owner,15707.68,6
chevrolet,model b,2005,171572,diesel,4.1,cvt,hatchback,black,second owner,7210.27,18
bmw,model c,2018,220667,electric,2.6,automatic,sedan,blue,second owner,23957.78,5
toyota,model d,2021,208246,diesel,1.7,automatic,suv,gray,third owner,17500.4,2
mercedes,model e,2020,109735,diesel,3.8,automatic,hatchback,gray,first owner,21597.86,3
nissan,model e,2021,169674,electric,4.3,manual,sedan,blue,first owner,18414.41,2
kia,model c,2009,155683,electric,1.1,manual,hatchback,gray,third owner,12119.43,14
hyundai,model c,2008,172593,electric,3.9,manual,truck,white,second owner,11818.89,15
mercedes,model c,2008,190681,hybrid,3.6,manual,sedan,gray,first owner,14091.51,15
chevrolet,model b,2006,258077,hybrid,2.8,automatic,sedan,gray,third owner,7940.04,17
hyundai,model c,2013,280471,electric,1.4,automatic,truck,black,third owner,14559.93,10
nissan,model b,2006,99597,electric,2.3,automatic,hatchback,blue,first owner,13119.83,17
mercedes,model c,2002,164047,hybrid,3.4,cvt,suv,white,first owner,12918.58,21
mercedes,model d,2000,169157,diesel,2.9,cvt,coupe,black,second owner,10924.7,23
mercedes,model d,2022,145555,hybrid,1.5,manual,coupe,white,third owner,23077.61,1
volkswagen,model e,2004,206019,hybrid,2.4,manual,suv,white,first owner,5946.37,19
ford,model a,2000,276702,electric,3.3,cvt,sedan,white,first owner,10454.54,23
chevrolet,model d,2007,141517,diesel,2.6,automatic,hatchback,blue,second owner,13378.68,16
toyota,model c,2022,124954,hybrid,2.1,manual,sedan,white,second owner,19400.03,1
chevrolet,model b,2002,193786,hybrid,1.6,manual,hatchback,gray,second owner,7200.1,21
mercedes,model e,2018,222946,petrol,1.3,cvt,coupe,gray,third owner,20361.27,5
chevrolet,model c,2016,155613,petrol,1.4,cvt,coupe,gray,second owner,14381.97,7
nissan,model b,2008,164863,hybrid,2.7,manual,truck,black,second owner,11034.77,15
chevrolet,model b,2010,169930,hybrid,4.9,automatic,truck,blue,second owner,9389.27,13
hyundai,model c,2019,266435,petrol,4.3,cvt,hatchback,black,first owner,16607.04,4
bmw,model b,2018,9002,diesel,3.5,cvt,truck,black,second owner,24189.74,5
honda,model a,2020,160771,electric,4.3,manual,hatchback,gray,second owner,19250.0,3
bmw,model c,2022,104275,electric,1.6,manual,sedan,black,first owner,27513.03,1
chevrolet,model a,2004,285090,electric,3.5,automatic,truck,gray,second owner,10892.58,19
ford,model a,2019,81671,petrol,3.7,automatic,sedan,white,third owner,19698.89,4
bmw,model b,2023,125144,electric,4.7,automatic,coupe,gray,third owner,26762.48,0
honda,model e,2015,238218,petrol,2.3,cvt,hatchback,black,third owner,11458.16,8
nissan,model d,2001,46926,petrol,3.0,manual,sedan,white,second owner,8422.09,22
volkswagen,model c,2001,107097,diesel,2.5,cvt,suv,red,third owner,7459.13,22
volkswagen,model e,2010,72590,hybrid,1.4,automatic,sedan,blue,first owner,15462.05,13
chevrolet,model b,2023,16904,electric,1.8,automatic,truck,gray,second owner,21826.1,0
mercedes,model c,2022,51241,hybrid,1.4,automatic,sedan,gray,first owner,23204.42,1
toyota,model a,2006,72315,hybrid,3.6,cvt,sedan,red,second owner,12114.57,17
chevrolet,model c,2015,206243,electric,1.0,cvt,sedan,gray,third owner,15942.31,8
toyota,model e,2009,245689,electric,1.5,automatic,hatchback,red,first owner,13812.38,14
bmw,model e,2006,214200,diesel,4.4,cvt,truck,blue,second owner,14584.34,17
toyota,model d,2009,159250,electric,2.9,manual,truck,white,second owner,14990.95,14
kia,model a,2008,23411,diesel,1.2,manual,coupe,blue,first owner,11403.39,15
chevrolet,model d,2017,41283,petrol,2.5,cvt,truck,black,second owner,17297.45,6
mercedes,model a,2022,102099,diesel,2.8,manual,truck,blue,second owner,23657.22,1
kia,model a,2009,236705,diesel,4.5,automatic,hatchback,blue,third owner,8000.63,14
toyota,model d,2003,129098,diesel,4.9,manual,suv,white,first owner,10529.04,20
kia,model d,2011,187079,electric,3.3,cvt,coupe,white,second owner,12657.76,12
ford,model b,2017,264279,hybrid,1.8,automatic,sedan,white,second owner,15738.79,6
ford,model e,2022,235304,electric,4.2,manual,sedan,red,second owner,20893.93,1
